age,agepvar,cabin,companions,embarked,fare,farerank,member,name,parch,pclass,pvar,sex,sexage,sibsp,status,survived,train
1.0,0.5,5,1.3862943611198906,2,2.8888888888888888,0.88720538720538722,3.0,1024,1,2,4,1,1.0,2,1.1127946127946129,1.0,1
4.0,2.3094010767585034,5.0,1.0986122886681098,2,2.7360248447204967,0.87542087542087543,4.0,9248,2,3,3,-1,-4.0,0,2.1245791245791246,1.0,1
30.0,30.0,3,0.0,2,0.95139874643701161,0.24354657687991021,1.0,15734,0,1,1,1,30.0,0,0.75645342312008979,0.0,1
29.0,20.506096654409877,5.0,0.69314718055994529,3,2.0,0.80920314253647585,2.0,13375,0,3,2,-1,-29.0,1,2.1907968574635239,1.0,1
45.0,45.0,3.0,0.0,2,0.50519273435805323,0.060044893378226709,1.0,15734,0,1,1,1,45.0,0,0.93995510662177328,1.0,1
40.0,23.094010767585033,5.0,1.0986122886681098,3,2.0,0.80920314253647585,5.0,1334,1,3,3,1,40.0,1,2.1907968574635239,0.0,1
36.0,36.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,17720,0,3,1,1,36.0,0,2.6352413019079686,0.0,1
32.0,32.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,13748,0,2,1,-1,-32.0,0,1.7255892255892256,1.0,1
19.0,19.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,1800,0,2,1,1,19.0,0,1.7255892255892256,0.0,1
19.0,13.435028842544401,5.0,0.69314718055994529,2,0.97567701863354028,0.33221099887766553,2.0,403,0,3,2,-1,-19.0,1,2.6677890011223346,1.0,1
3.0,1.7320508075688774,5,1.0986122886681098,2,1.9259259259259258,0.75982042648709314,5.0,11700,1,2,3,1,3.0,1,1.2401795735129069,1.0,1
44.0,44.0,3,0.0,1,0.35418383552647553,0.021885521885521887,1.0,1427,0,1,1,-1,-44.0,0,0.97811447811447816,1.0,1
58.0,58.0,3,0.0,1,1.8720707529511276,0.74130190796857465,1.0,10520,0,1,1,-1,-58.0,0,0.25869809203142535,1.0,1
30.0,30.0,5.0,0.0,3,1.0,0.47755331088664421,1.0,10924,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
42.0,29.698484809834994,5.0,0.69314718055994529,2,1.0439999999999998,0.55555555555555558,5.0,12941,1,3,2,1,42.0,0,2.4444444444444446,0.0,1
28.5,28.5,5.0,0.0,3,1.0,0.47755331088664421,1.0,10800,0,3,1,-1,-28.5,0,2.5224466891133557,1.0,1
24.0,24.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,22127,0,2,1,-1,-24.0,0,1.7255892255892256,0.0,1
28.0,28.0,5.0,0.0,2,1.1801242236024843,0.6184062850729517,1.0,18900,0,3,1,1,28.0,0,2.3815937149270483,0.0,1
12.5,3.7688918072220452,5.0,2.3978952727983707,2,8.6397515527950297,0.99663299663299665,4.0,16200,2,3,11,1,12.5,8,2.0033670033670035,0.0,1
34.0,34.0,5.0,0.0,2,0.80693167701863344,0.1442199775533109,1.0,8534,0,3,1,1,34.0,0,2.8557800224466892,0.0,1
45.5,45.5,5.0,0.0,1,0.91504344081663658,0.20370370370370369,1.0,22034,0,3,1,1,45.5,0,2.7962962962962963,0.0,1
18.0,18.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,2234,0,3,1,1,18.0,0,2.5224466891133557,1.0,1
2.0,1.4142135623730949,5,0.69314718055994529,2,1.2996894409937887,0.63916947250280587,5.0,16789,1,3,2,-1,-2.0,0,2.3608305274971944,0.0,1
32.0,22.627416997969519,5.0,0.69314718055994529,2,1.9689440993788818,0.79180695847362514,2.0,900,0,3,2,1,32.0,1,2.2081930415263749,0.0,1
26.0,26.0,5.0,0.0,1,2.3794295701512196,0.84118967452300786,1.0,341,0,3,1,1,26.0,0,2.1588103254769919,1.0,1
16.0,16.0,5.0,0.0,3,1.0,0.47755331088664421,1.0,1800,0,3,1,-1,-16.0,0,2.5224466891133557,1.0,1
40.0,40.0,3,0.0,1,0.39608160303168527,0.035353535353535352,1.0,1241,0,1,1,1,40.0,0,0.96464646464646464,1.0,1
24.0,24.0,5.0,0.0,2,0.87577639751552783,0.16161616161616163,1.0,341,0,3,1,1,24.0,0,2.8383838383838382,0.0,1
35.0,35.0,4.0,0.0,2,1.5555555555555556,0.69191919191919193,1.0,1800,0,2,1,-1,-35.0,0,1.308080808080808,1.0,1
22.0,22.0,5.0,0.0,2,0.90062111801242228,0.18630751964085299,1.0,13624,0,3,1,1,22.0,0,2.8136924803591472,0.0,1
30.0,30.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,5648,0,2,1,1,30.0,0,1.7255892255892256,0.0,1
30.0,21.213203435596423,5.0,0.69314718055994529,3,1.0,0.47755331088664421,2.0,9248,0,3,2,1,30.0,1,2.5224466891133557,0.0,1
31.0,21.920310216782973,2,0.69314718055994529,1,1.4472949543036822,0.66554433221099885,2.0,11824,0,1,2,-1,-31.0,1,0.33445566778900115,1.0,1
27.0,27.0,5.0,0.0,2,0.98447204968944091,0.39450056116722781,1.0,6734,0,3,1,-1,-27.0,0,2.6054994388327724,1.0,1
42.0,29.698484809834994,4.0,0.69314718055994529,2,2.0,0.80920314253647585,2.0,8100,0,2,2,1,42.0,1,1.1907968574635241,0.0,1
32.0,32.0,2,0.0,1,0.97476576883911048,0.32435465768799104,1.0,900,0,1,1,-1,-32.0,0,0.67564534231200901,1.0,1
30.0,30.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,6300,0,2,1,1,30.0,0,1.8748597081930416,0.0,1
16.0,16.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,16820,0,3,1,1,16.0,0,2.5224466891133557,1.0,1
27.0,27.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,1427,0,2,1,1,27.0,0,1.7255892255892256,0.0,1
51.0,51.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,5927,0,3,1,1,51.0,0,2.5224466891133557,0.0,1
30.0,30.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,11824,0,3,1,1,30.0,0,2.6352413019079686,0.0,1
38.0,26.870057685088803,4,0.69314718055994529,2,1.712517743586621,0.7087542087542088,2.0,6734,0,1,2,1,38.0,1,0.2912457912457912,1.0,1
22.0,22.0,5.0,0.0,2,1.1614906832298135,0.60549943883277213,1.0,1024,0,3,1,1,22.0,0,2.3945005611672281,0.0,1
19.0,19.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,10924,0,2,1,1,19.0,0,1.8748597081930416,1.0,1
20.5,20.5,5.0,0.0,2,0.90062111801242228,0.18630751964085299,1.0,10334,0,3,1,1,20.5,0,2.8136924803591472,0.0,1
18.0,18.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,4500,0,2,1,1,18.0,0,1.7255892255892256,0.0,1
5.0,2.2360679774997898,5.0,1.6094379124341003,2,3.1635652173913038,0.9175084175084175,3.0,10024,1,3,5,-1,-5.0,3,2.0824915824915826,0.0,1
35.0,24.748737341529161,4,0.69314718055994529,2,1.5883602071765908,0.69753086419753085,2.0,6300,0,1,2,-1,-35.0,1,0.30246913580246915,1.0,1
29.0,29.0,5.0,0.0,2,0.96583850931677018,0.30695847362514028,1.0,9900,0,3,1,1,29.0,0,2.6930415263748597,0.0,1
59.0,59.0,4.0,0.0,2,1.0,0.47755331088664421,1.0,16479,0,2,1,1,59.0,0,1.5224466891133557,0.0,1
5.0,1.8898223650461361,5.0,1.9459101490553132,2,3.8990683229813659,0.94444444444444442,4.0,558,2,3,7,-1,-5.0,4,2.0555555555555554,1.0,1
24.0,24.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,10024,0,2,1,1,24.0,0,1.8748597081930416,0.0,1
28.5,28.5,5.0,0.0,2,0.93788819875776386,0.23625140291806959,1.0,6300,0,3,1,-1,-28.5,0,2.7637485970819302,0.0,1
44.0,31.11269837220809,4.0,0.69314718055994529,2,1.9259259259259258,0.75982042648709314,2.0,6734,0,2,2,1,44.0,1,1.2401795735129069,0.0,1
8.0,4.6188021535170067,4.0,1.0986122886681098,2,1.9444444444444444,0.78619528619528622,4.0,2234,2,2,3,-1,-8.0,0,1.2138047138047137,1.0,1
19.0,19.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,13624,0,2,1,1,19.0,0,1.8748597081930416,0.0,1
33.0,33.0,4.0,0.0,2,0.90925925925925932,0.19528619528619529,1.0,6920,0,2,1,1,33.0,0,1.8047138047138047,0.0,1
29.0,20.506096654409877,5.0,0.69314718055994529,1,1.8306188100002532,0.73288439955106621,2.0,22500,0,3,2,-1,-29.0,1,2.2671156004489337,0.0,1
29.0,20.506096654409877,5.0,0.69314718055994529,3,2.0,0.80920314253647585,2.0,11420,0,3,2,-1,-29.0,1,2.1907968574635239,1.0,1
29.0,29.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,2234,0,2,1,1,29.0,0,1.8748597081930416,0.0,1
22.0,22.0,5.0,0.0,2,0.8850931677018633,0.17115600448933782,1.0,10800,0,3,1,1,22.0,0,2.8288439955106623,0.0,1
30.0,30.0,5.0,0.0,1,0.91504344081663658,0.20370370370370369,1.0,589,0,3,1,1,30.0,0,2.7962962962962963,0.0,1
44.0,25.403411844343534,4,1.0986122886681098,3,1.0,0.47755331088664421,2.0,11048,0,1,3,1,44.0,2,0.52244668911335579,0.0,1
25.0,25.0,5.0,0.0,2,0.96583850931677018,0.30695847362514028,1.0,10148,0,3,1,-1,-25.0,0,2.6930415263748597,0.0,1
24.0,13.856406460551019,4.0,1.0986122886681098,2,1.0740740740740742,0.56958473625140293,4.0,6300,2,2,3,-1,-24.0,0,1.4304152637485972,1.0,1
37.0,21.361959960016154,2,1.0986122886681098,2,1.0,0.47755331088664421,5.0,1024,1,1,3,1,37.0,1,0.52244668911335579,1.0,1
54.0,38.183766184073562,4.0,0.69314718055994529,2,1.9259259259259258,0.75982042648709314,2.0,1800,0,2,2,1,54.0,1,1.2401795735129069,0.0,1
30.0,30.0,5.0,0.0,2,0.90062111801242228,0.18630751964085299,1.0,15424,0,3,1,1,30.0,0,2.8136924803591472,0.0,1
29.0,16.743157806499148,5,1.0986122886681098,2,1.2996894409937887,0.63916947250280587,5.0,16789,1,3,3,-1,-29.0,1,2.3608305274971944,0.0,1
62.0,62.0,4,0.0,2,0.50519273435805323,0.060044893378226709,1.0,16789,0,1,1,1,62.0,0,0.93995510662177328,0.0,1
30.0,21.213203435596423,5.0,0.69314718055994529,2,2.0,0.80920314253647585,2.0,10334,0,3,2,1,30.0,1,2.1907968574635239,0.0,1
41.0,23.671361036774659,5.0,1.0986122886681098,2,2.5108695652173907,0.85465768799102138,4.0,15734,2,3,3,-1,-41.0,0,2.1453423120089785,0.0,1
29.0,16.743157806499148,5.0,1.0986122886681098,1,1.9308746422148482,0.77890011223344557,4.0,17534,2,3,3,-1,-29.0,0,2.2210998877665542,1.0,1
28.5,28.5,3.0,0.0,1,1.0119246116164347,0.54264870931537601,1.0,17317,0,1,1,-1,-28.5,0,0.45735129068462399,1.0,1
30.0,30.0,3,0.0,2,1.6459198313360301,0.70033670033670037,1.0,2017,0,1,1,-1,-30.0,0,0.29966329966329963,1.0,1
35.0,35.0,3.0,0.0,1,6.545940994062609,0.98316498316498313,1.0,19800,0,1,1,-1,-35.0,0,0.016835016835016869,1.0,1
50.0,35.35533905932737,4.0,0.69314718055994529,2,1.9259259259259258,0.75982042648709314,5.0,13500,1,2,2,-1,-50.0,0,1.2401795735129069,1.0,1
30.0,30.0,5.0,0.0,3,1.0,0.47755331088664421,1.0,16572,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
3.0,1.1338934190276817,5.0,1.9459101490553132,2,3.8990683229813659,0.94444444444444442,4.0,558,2,3,7,1,3.0,4,2.0555555555555554,1.0,1
52.0,30.02221399786054,1,1.0986122886681098,2,1.5155782030741598,0.6767676767676768,5.0,17100,1,1,3,1,52.0,1,0.3232323232323232,0.0,1
40.0,40.0,3,0.0,2,0.0,0.0089786756453423128,1.0,6300,0,1,1,1,40.0,0,0.99102132435465773,0.0,1
28.5,28.5,5.0,0.0,3,1.0,0.47755331088664421,1.0,6424,0,3,1,-1,-28.5,0,2.5224466891133557,0.0,1
36.0,36.0,4.0,0.0,2,0.77777777777777779,0.12514029180695849,1.0,15424,0,2,1,1,36.0,0,1.8748597081930416,0.0,1
16.0,6.5319726474218092,5.0,1.791759469228055,2,4.9301242236024843,0.96127946127946129,3.0,13500,1,3,6,1,16.0,4,2.0387205387205389,0.0,1
25.0,17.677669529663685,5.0,0.69314718055994529,2,0.96583850931677018,0.30695847362514028,2.0,13624,0,3,2,1,25.0,1,2.6930415263748597,1.0,1
58.0,41.012193308819754,4,0.69314718055994529,2,2.9200806025017982,0.89786756453423122,5.0,5927,1,1,2,-1,-58.0,0,0.10213243546576878,1.0,1
35.0,35.0,4,0.0,2,2.5808270319023023,0.86644219977553316,1.0,1148,0,1,1,-1,-35.0,0,0.13355780022446684,1.0,1
30.0,30.0,3.0,0.0,2,0.58986722279094728,0.087542087542087546,1.0,1800,0,1,1,1,30.0,0,0.91245791245791241,0.0,1
25.0,25.0,5.0,0.0,2,0.0,0.0089786756453423128,1.0,17534,0,3,1,1,25.0,0,2.9910213243546577,1.0,1
41.0,28.991378028648448,4.0,0.69314718055994529,2,1.4444444444444444,0.66273849607182944,5.0,10924,1,2,2,-1,-41.0,0,1.3372615039281706,1.0,1
37.0,26.162950903902257,4,0.69314718055994529,1,0.37947172935616297,0.028058361391694726,5.0,11700,1,1,2,1,37.0,0,0.97194163860830529,0.0,1
28.5,28.5,5.0,0.0,3,1.0,0.47755331088664421,1.0,6424,0,3,1,-1,-28.5,0,2.5224466891133557,1.0,1
63.0,44.547727214752491,2,0.69314718055994529,2,1.4833885778872096,0.67115600448933788,2.0,403,0,1,2,-1,-63.0,1,0.32884399551066212,1.0,1
45.0,45.0,5.0,0.0,2,0.96273291925465831,0.24859708193041527,1.0,10148,0,3,1,-1,-45.0,0,2.7514029180695849,0.0,1
30.0,30.0,4.0,0.0,2,0.0,0.0089786756453423128,1.0,13500,0,2,1,1,30.0,0,1.9910213243546577,0.0,1
7.0,2.8577380332470415,5.0,1.791759469228055,3,3.7580645161290325,0.93153759820426485,3.0,15548,1,3,6,1,7.0,4,2.0684624017957352,0.0,1
35.0,20.207259421636902,5.0,1.0986122886681098,2,2.5155279503105588,0.85690235690235694,5.0,31,1,3,3,-1,-35.0,1,2.1430976430976432,1.0,1
65.0,65.0,5.0,0.0,3,1.0,0.47755331088664421,1.0,3320,0,3,1,1,65.0,0,2.5224466891133557,0.0,1
28.0,28.0,5.0,0.0,2,0.97567701863354028,0.33221099887766553,1.0,12941,0,3,1,1,28.0,0,2.6677890011223346,0.0,1
16.0,16.0,5.0,0.0,2,1.1801242236024843,0.6184062850729517,1.0,2824,0,3,1,1,16.0,0,2.3815937149270483,0.0,1
19.0,19.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,3134,0,3,1,1,19.0,0,2.5224466891133557,1.0,1
30.0,30.0,3,0.0,2,0.49472734814724606,0.044332210998877665,1.0,16572,0,1,1,1,30.0,0,0.95566778900112237,0.0,1
33.0,33.0,5.0,0.0,1,1.0971022568960713,0.59147025813692478,1.0,16789,0,3,1,1,33.0,0,2.4085297418630751,0.0,1
30.0,30.0,5.0,0.0,2,1.1801242236024843,0.6184062850729517,1.0,2824,0,3,1,1,30.0,0,2.3815937149270483,1.0,1
22.0,22.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,11700,0,3,1,1,22.0,0,2.6352413019079686,0.0,1
42.0,42.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,6734,0,2,1,1,42.0,0,1.7255892255892256,1.0,1
22.0,22.0,5.0,0.0,3,1.0,0.47755331088664421,1.0,2234,0,3,1,-1,-22.0,0,2.5224466891133557,1.0,1
26.0,26.0,3.0,0.0,2,1.5003558231311673,0.67396184062850728,1.0,900,0,1,1,-1,-26.0,0,0.32603815937149272,1.0,1
19.0,13.435028842544401,3,0.69314718055994529,1,1.1637030818981764,0.6077441077441077,2.0,1148,0,1,2,-1,-19.0,1,0.3922558922558923,1.0,1
36.0,36.0,2,0.0,1,0.53645833333333337,0.072951739618406286,1.0,10024,0,2,1,1,36.0,0,1.9270482603815937,0.0,1
24.0,24.0,5.0,0.0,2,1.0993788819875776,0.59259259259259256,1.0,6300,0,3,1,-1,-24.0,0,2.4074074074074074,0.0,1
24.0,24.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,11048,0,3,1,1,24.0,0,2.6352413019079686,0.0,1
30.0,30.0,3.0,0.0,1,0.35418383552647553,0.021885521885521887,1.0,10024,0,1,1,1,30.0,0,0.97811447811447816,0.0,1
23.5,23.5,5.0,0.0,1,0.91557536918361648,0.21885521885521886,1.0,6300,0,3,1,1,23.5,0,2.7811447811447811,0.0,1
2.0,1.0,4,1.3862943611198906,2,2.8836896004505825,0.88271604938271608,4.0,341,2,1,4,-1,-2.0,1,0.11728395061728392,0.0,1
30.0,30.0,4,0.0,2,0.58035323532657712,0.084736251402918072,1.0,16200,0,1,1,1,30.0,0,0.91526374859708193,1.0,1
50.0,35.35533905932737,3,0.69314718055994529,1,3.1625301692801666,0.91414141414141414,5.0,900,1,1,2,-1,-50.0,0,0.085858585858585856,1.0,1
28.5,28.5,5.0,0.0,3,1.0,0.47755331088664421,1.0,9124,0,3,1,-1,-28.5,0,2.5224466891133557,1.0,1
30.0,17.320508075688775,5.0,1.0986122886681098,3,3.0,0.90347923681257014,2.0,10862,0,3,3,1,30.0,2,2.0965207631874296,1.0,1
19.0,19.0,5.0,0.0,2,0.0,0.0089786756453423128,1.0,8534,0,3,1,1,19.0,0,2.9910213243546577,0.0,1
28.5,28.5,1,0.0,3,1.0,0.47755331088664421,1.0,9124,0,2,1,-1,-28.5,0,1.5224466891133557,1.0,1
30.0,30.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,20048,0,3,1,1,30.0,0,2.5224466891133557,0.0,1
0.92000000000000004,0.46000000000000002,4,1.3862943611198906,2,2.8836896004505825,0.88271604938271608,4.0,341,2,1,4,1,0.92,1,0.11728395061728392,1.0,1
28.5,28.5,3.0,0.0,1,1.4167366197884925,0.65712682379349041,1.0,4841,0,1,1,-1,-28.5,0,0.34287317620650959,1.0,1
17.0,12.020815280171307,4,0.69314718055994529,1,1.3913963409725976,0.65375982042648706,2.0,13624,0,1,2,-1,-17.0,1,0.34624017957351294,1.0,1
30.0,21.213203435596423,4.0,0.69314718055994529,1,1.0,0.47755331088664421,2.0,31,0,2,2,1,30.0,1,1.5224466891133557,0.0,1
30.0,30.0,1,0.0,1,0.72737447726811022,0.10381593714927048,1.0,5027,0,1,1,-1,-30.0,0,0.89618406285072949,1.0,1
24.0,24.0,4,0.0,1,1.0624991215932191,0.56453423120089785,1.0,6300,0,1,1,-1,-24.0,0,0.43546576879910215,1.0,1
18.0,8.0498447189992426,3,1.6094379124341003,1,3.3523196966270459,0.92087542087542085,4.0,16044,2,1,5,-1,-18.0,2,0.079124579124579153,1.0,1
26.0,15.01110699893027,4.0,1.0986122886681098,2,1.9259259259259258,0.75982042648709314,5.0,9900,1,2,3,-1,-26.0,1,1.2401795735129069,0.0,1
28.0,28.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,6424,0,3,1,1,28.0,0,2.6352413019079686,0.0,1
43.0,24.826061575153908,4.0,1.0986122886681098,2,1.9444444444444444,0.78619528619528622,5.0,6300,1,2,3,1,43.0,1,1.2138047138047137,0.0,1
26.0,26.0,5.0,0.0,2,0.97567701863354028,0.33221099887766553,1.0,11948,0,3,1,-1,-26.0,0,2.6677890011223346,1.0,1
24.0,16.970562748477139,4.0,0.69314718055994529,2,1.9259259259259258,0.75982042648709314,2.0,9000,0,2,2,-1,-24.0,1,1.2401795735129069,1.0,1
54.0,54.0,4.0,0.0,2,1.037037037037037,0.55331088664422001,1.0,11234,0,2,1,1,54.0,0,1.44668911335578,0.0,1
31.0,17.897858344878401,4,1.0986122886681098,2,3.1370794341841375,0.91189674523007858,4.0,20048,2,1,3,-1,-31.0,0,0.088103254769921424,1.0,1
40.0,23.094010767585033,1,1.0986122886681098,1,1.7184830841213441,0.71099887766554437,5.0,16665,1,1,3,-1,-40.0,1,0.28900112233445563,1.0,1
22.0,22.0,5.0,0.0,2,0.90062111801242228,0.18630751964085299,1.0,2824,0,3,1,1,22.0,0,2.8136924803591472,0.0,1
27.0,27.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,2700,0,3,1,1,27.0,0,2.6352413019079686,0.0,1
30.0,30.0,4.0,0.0,3,1.0,0.47755331088664421,1.0,16541,0,2,1,-1,-30.0,0,1.5224466891133557,1.0,1
22.0,12.701705922171767,4.0,1.0986122886681098,2,2.1481481481481484,0.82659932659932656,5.0,1800,1,2,3,-1,-22.0,1,1.1734006734006734,1.0,1
12.5,3.7688918072220452,5.0,2.3978952727983707,2,8.6397515527950297,0.99663299663299665,4.0,16200,2,3,11,1,12.5,8,2.0033670033670035,0.0,1
36.0,36.0,4,0.0,1,1.7329630609186282,0.71661054994388329,1.0,22034,0,1,1,-1,-36.0,0,0.28338945005611671,1.0,1
61.0,61.0,5.0,0.0,2,0.77484472049689435,0.1111111111111111,1.0,12444,0,3,1,1,61.0,0,2.8888888888888888,0.0,1
36.0,36.0,2,0.0,2,0.96296296296296291,0.27441077441077444,1.0,900,0,2,1,-1,-36.0,0,1.7255892255892256,1.0,1
31.0,17.897858344878401,5.0,1.0986122886681098,2,2.5496894409937885,0.86195286195286192,5.0,5834,1,3,3,-1,-31.0,1,2.138047138047138,1.0,1
16.0,11.313708498984759,3,0.69314718055994529,1,0.74079014446757052,0.10718294051627385,5.0,6548,1,1,2,-1,-16.0,0,0.89281705948372614,1.0,1
29.0,16.743157806499148,5.0,1.0986122886681098,3,3.0,0.90347923681257014,2.0,10862,0,3,3,-1,-29.0,2,2.0965207631874296,1.0,1
45.5,45.5,4,0.0,2,0.54229728546909661,0.07407407407407407,1.0,13500,0,1,1,1,45.5,0,0.92592592592592593,0.0,1
38.0,26.870057685088803,4,0.69314718055994529,2,2.9200806025017982,0.89786756453423122,5.0,5927,1,1,2,1,38.0,0,0.10213243546576878,0.0,1
16.0,9.2376043070340135,5.0,1.0986122886681098,2,2.2360248447204967,0.83389450056116721,2.0,18900,0,3,3,1,16.0,2,2.1661054994388329,0.0,1
29.0,20.506096654409877,3.0,0.69314718055994529,2,2.5430888492261321,0.85914702581369251,2.0,5027,0,1,2,-1,-29.0,1,0.14085297418630749,1.0,1
30.0,30.0,5.0,0.0,2,0.98084472049689442,0.36475869809203143,1.0,2824,0,3,1,1,30.0,0,2.6352413019079686,0.0,1
29.0,20.506096654409877,4,0.69314718055994529,2,1.2672631302540995,0.6369248035914703,2.0,13624,0,1,2,1,29.0,1,0.3630751964085297,0.0,1
41.0,41.0,1,0.0,1,1.7184830841213441,0.71099887766554437,1.0,1520,0,1,1,-1,-41.0,0,0.28900112233445563,1.0,1
45.0,45.0,5.0,0.0,2,1.0,0.47755331088664421,1.0,2700,0,3,1,1,45.0,0,2.5224466891133557,1.0,1
45.0,45.0,3,0.0,2,0.67549310997027834,0.099887766554433224,1.0,1241,0,1,1,1,45.0,0,0.90011223344556679,0.0,1
2.0,1.1547005383792517,5,1.0986122886681098,2,1.9259259259259258,0.75982042648709314,5.0,11700,1,2,3,1,2.0,1,1.2401795735129069,1.0,1
24.0,9.7979589711327133,4,1.791759469228055,2,5.0043574062586815,0.96689113355780021,4.0,4934,2,1,6,-1,-24.0,3,0.033108866442199791,1.0,1
28.0,28.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,2234,0,2,1,1,28.0,0,1.7255892255892256,0.0,1
25.0,25.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,16324,0,2,1,1,25.0,0,1.7255892255892256,0.0,1
36.0,36.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,4934,0,2,1,1,36.0,0,1.7255892255892256,0.0,1
24.0,24.0,5,0.0,2,0.96296296296296291,0.27441077441077444,1.0,1427,0,2,1,-1,-24.0,0,1.7255892255892256,1.0,1
40.0,40.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,16572,0,2,1,-1,-40.0,0,1.7255892255892256,1.0,1
29.0,20.506096654409877,5.0,0.69314718055994529,2,2.0,0.80920314253647585,2.0,2700,0,3,2,-1,-29.0,1,2.1907968574635239,1.0,1
3.0,1.7320508075688774,5.0,1.0986122886681098,2,1.9751552795031055,0.7951739618406285,5.0,2234,1,3,3,1,3.0,1,2.2048260381593714,1.0,1
42.0,42.0,5.0,0.0,2,1.076086956521739,0.57856341189674521,1.0,2948,0,3,1,1,42.0,0,2.4214365881032549,0.0,1
23.0,23.0,5.0,0.0,2,1.1459627329192545,0.60213243546576878,1.0,12693,0,3,1,1,23.0,0,2.3978675645342311,0.0,1
30.0,30.0,4,0.0,2,0.66597912250590818,0.097643097643097643,1.0,20048,0,1,1,1,30.0,0,0.90235690235690236,0.0,1
15.0,8.6602540378443873,5.0,1.0986122886681098,1,0.91557536918361648,0.21885521885521886,5.0,3941,1,3,3,1,15.0,1,2.7811447811447811,0.0,1
25.0,17.677669529663685,5.0,0.69314718055994529,2,2.2111801242236022,0.82996632996633002,2.0,527,0,3,2,1,25.0,1,2.17003367003367,0.0,1
30.0,30.0,5.0,0.0,1,0.91504344081663658,0.20370370370370369,1.0,22034,0,3,1,1,30.0,0,2.7962962962962963,0.0,1
28.0,28.0,5.0,0.0,2,1.1801242236024843,0.6184062850729517,1.0,18900,0,3,1,1,28.0,0,2.3815937149270483,0.0,1
22.0,15.556349186104045,1,0.69314718055994529,2,1.0465386210807128,0.5572390572390572,5.0,1334,1,1,2,-1,-22.0,0,0.4427609427609428,1.0,1
38.0,38.0,4.0,0.0,2,0.96296296296296291,0.27441077441077444,1.0,5120,0,2,1,-1,-38.0,0,1.7255892255892256,0.0,1
28.5,28.5,5.0,0.0,3,1.0166709677419354,0.54826038159371493,1.0,10862,0,3,1,-1,-28.5,0,2.4517396184062852,1.0,1
28.5,28.5,5.0,0.0,3,1.0166709677419354,0.54826038159371493,1.0,11234,0,3,1,-1,-28.5,0,2.4517396184062852,1.0,1
40.0,16.329931618554522,5.0,1.791759469228055,2,3.4658385093167698,0.92536475869809198,4.0,16510,4,3,6,1,40.0,1,2.074635241301908,0.0,1
29.0,20.506096654409877,4.0,0.69314718055994529,1,1.1550333333333334,0.60381593714927051,2.0,2824,0,2,2,1,29.0,1,1.3961840628507294,0.0,1
45.0,31.819805153394636,5.0,0.69314718055994529,1,1.8306188100002532,0.73288439955106621,5.0,900,1,3,2,-1,-45.0,0,2.2671156004489337,0.0,1
35.0,35.0,5.0,0.0,2,0.87577639751552783,0.16161616161616163,1.0,558,0,3,1,1,35.0,0,2.8383838383838382,0.0,1
30.0,21.213203435596423,5.0,0.69314718055994529,3,2.0,0.80920314253647585,2.0,13375,0,3,2,1,30.0,1,2.1907968574635239,0.0,1
30.0,30.0,5.0,0.0,2,0.90062111801242228,0.18630751964085299,1.0,93,0,3,1,1,30.0,0,2.8136924803591472,0.0,1
60.0,42.426406871192846,2,0.69314718055994529,1,0.96145614929465528,0.24579124579124578,2.0,19800,0,1,2,-1,-60.0,1,0.75420875420875422,1.0,1
28.5,28.5,5.0,0.0,1,0.91557536918361648,0.21885521885521886,1.0,11234,0,3,1,-1,-28.5,0,2.7811447811447811,1.0,1
28.5,28.5,5.0,0.0,3,1.0,0.47755331088664421,1.0,8224,0,3,1,-1,-28.5,0,2.5224466891133557,1.0,1
